timeseries_id,sensor_id,aggregate,reading_type,kind,preferred,valid_from,valid_to,database_id,path,external_id,device_id,sources,aggregation
B612.VP2_VMM63:d.B,B612.VP2_VMM63.energy,daily,counter,derived,False,2025-01-08,,,,,,B612.VP2_VMM63:d.raw,slice
B612.VP2_VMM63:d,B612.VP2_VMM63.energy,daily,counter,derived,True,,,,,,,B612.VP2_VMM63:d.A|B612.VP2_VMM63:d.B,rolling_sum
B612.VP2_VMM64:d.raw,B612.VP2_VMM64.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B612.VP2_VMM64_E,,,
B612.VP2_VMM64:d.A,B612.VP2_VMM64.energy,daily,counter,derived,False,,2025-01-08,,,,,B612.VP2_VMM64:d.raw,slice
B612.VP2_VMM64:d.B,B612.VP2_VMM64.energy,daily,counter,derived,False,2025-01-08,,,,,,B612.VP2_VMM64:d.raw,slice
B612.VP2_VMM64:d,B612.VP2_VMM64.energy,daily,counter,derived,True,,,,,,,B612.VP2_VMM64:d.A|B612.VP2_VMM64:d.B,rolling_sum
B612.VP2_VMM65:d,B612.VP2_VMM65.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B612.VP2_VMM65,,,
B613.VP1_VMM61:d,B613.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B613.VP1_VMM61,,,
B613.VP2_VMM61:d.raw,B613.VP2_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B613.VP2_VMM61,,,
B613.VP2_VMM61:d.A,B613.VP2_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B613.VP2_VMM61:d.raw,slice
B613.VP2_VMM61:d.B,B613.VP2_VMM61.energy,daily,counter,derived,False,2025-01-08,,,,,,B613.VP2_VMM61:d.raw,slice
B613.VP2_VMM61:d,B613.VP2_VMM61.energy,daily,counter,derived,True,,,,,,,B613.VP2_VMM61:d.A|B613.VP2_VMM61:d.B,rolling_sum
B614.VS1_VMM61:d.raw,B614.VS1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B614.VS1_VMM61_E,,,
B614.VS1_VMM61:d.A,B614.VS1_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B614.VS1_VMM61:d.raw,slice
B614.VS1_VMM61:d.B,B614.VS1_VMM61.energy,daily,counter,derived,False,2025-01-08,,,,,,B614.VS1_VMM61:d.raw,slice
B614.VS1_VMM61:d,B614.VS1_VMM61.energy,daily,counter,derived,True,,,,,,,B614.VS1_VMM61:d.A|B614.VS1_VMM61:d.B,rolling_sum
B614.VÅ9_VMM41:d.raw,B614.VÅ9_VMM41.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B614.VÅ9_VMM41_E,,,
B614.VÅ9_VMM41:d.A,B614.VÅ9_VMM41.energy,daily,counter,derived,False,,2025-01-08,,,,,B614.VÅ9_VMM41:d.raw,slice
B614.VÅ9_VMM41:d.B,B614.VÅ9_VMM41.energy,daily,counter,derived,False,2025-01-08,,,,,,B614.VÅ9_VMM41:d.raw,slice
B614.VÅ9_VMM41:d,B614.VÅ9_VMM41.energy,daily,counter,derived,True,,,,,,,B614.VÅ9_VMM41:d.A|B614.VÅ9_VMM41:d.B,rolling_sum
B615.VS1_VMM61:d,B615.VS1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B615.VS1_VMM61,,,
B616.VP1_VMM61:d.raw,B616.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B616.VP1_VMM61_E,,,
B616.VP1_VMM61:d.A,B616.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B616.VP1_VMM61:d.raw,slice
B616.VP1_VMM61:d.B,B616.VP1_VMM61.energy,daily,counter,derived,False,2025-01-08,,,,,,B616.VP1_VMM61:d.raw,slice
B616.VP1_VMM61:d,B616.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B616.VP1_VMM61:d.A|B616.VP1_VMM61:d.B,rolling_sum
B616.VP1_VMM62:d.raw,B616.VP1_VMM62.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B616.VP1_VMM62_E,,,
B616.VP1_VMM62:d.A,B616.VP1_VMM62.energy,daily,counter,derived,False,,2025-01-08,,,,,B616.VP1_VMM62:d.raw,slice
B616.VP1_VMM62:d.B,B616.VP1_VMM62.energy,daily,counter,derived,False,2025-01-08,,,,,,B616.VP1_VMM62:d.raw,slice
B616.VP1_VMM62:d,B616.VP1_VMM62.energy,daily,counter,derived,True,,,,,,,B616.VP1_VMM62:d.A|B616.VP1_VMM62:d.B,rolling_sum
B616.VS2_VMM61:d.raw,B616.VS2_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B616.VS2_VMM61_E,,,
B616.VS2_VMM61:d.A,B616.VS2_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B616.VS2_VMM61:d.raw,slice
B616.VS2_VMM61:d.B,B616.VS2_VMM61.energy,daily,counter,derived,False,2025-01-08,,,,,,B616.VS2_VMM61:d.raw,slice
B616.VS2_VMM61:d,B616.VS2_VMM61.energy,daily,counter,derived,True,,,,,,,B616.VS2_VMM61:d.A|B616.VS2_VMM61:d.B,rolling_sum
B616.VÅ9_VMM41:d.raw,B616.VÅ9_VMM41.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B616.VÅ9_VMM41_E,,,
B616.VÅ9_VMM41:d.A,B616.VÅ9_VMM41.energy,daily,counter,derived,False,,2025-01-08,,,,,B616.VÅ9_VMM41:d.raw,slice
B616.VÅ9_VMM41:d.B,B616.VÅ9_VMM41.energy,daily,counter,derived,False,2025-01-08,,,,,,B616.VÅ9_VMM41:d.raw,slice
B616.VÅ9_VMM41:d,B616.VÅ9_VMM41.energy,daily,counter,derived,True,,,,,,,B616.VÅ9_VMM41:d.A|B616.VÅ9_VMM41:d.B,rolling_sum
B621.VP1_VMM61:d.raw,B621.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B621.VP1_VMM61_E,,,
B621.VP1_VMM61:d.A,B621.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B621.VP1_VMM61:d.raw,slice
B621.VP1_VMM61:d.B,B621.VP1_VMM61.energy,daily,counter,derived,False,2025-01-08,2025-03-10,,,,,B621.VP1_VMM61:d.raw,slice
B621.VP1_VMM61:d.patch,B621.VP1_VMM61.energy,daily,counter,derived,False,2025-03-10,2025-03-25,,,,,B621.VP1_VMM61:d.raw,interpolate
B621.VP1_VMM61:d.C,B621.VP1_VMM61.energy,daily,counter,derived,False,2025-03-25,,,,,,B621.VP1_VMM61:d.raw,slice
B621.VP1_VMM61:d,B621.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B621.VP1_VMM61:d.A|B621.VP1_VMM61:d.B|B621.VP1_VMM61:d.patch|B621.VP1_VMM61:d.C,rolling_sum
B622.VP1_VMM61:d,B622.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B622.VP1_VMM61,,,
B622.VP2_VMM61:d,B622.VP2_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B622.VP2_VMM61,,,
B623.VP1_VMM61:d,B623.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B623.VP1_VMM61,,,
B625.VS1_VMM61:d.raw,B625.VS1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B625.VS1_VMM61_E,,,
B625.VS1_VMM61:d.A,B625.VS1_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B625.VS1_VMM61:d.raw,slice
B625.VS1_VMM61:d.B,B625.VS1_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B625.VS1_VMM61:d.raw,slice
B625.VS1_VMM61:d,B625.VS1_VMM61.energy,daily,counter,derived,True,,,,,,,B625.VS1_VMM61:d.A|B625.VS1_VMM61:d.B,rolling_sum
B625.VÅ9_VMM41:d.raw,B625.VÅ9_VMM41.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B625.VÅ9_VMM41_E,,,
B625.VÅ9_VMM41:d.A,B625.VÅ9_VMM41.energy,daily,counter,derived,False,,2025-01-09,,,,,B625.VÅ9_VMM41:d.raw,slice
B625.VÅ9_VMM41:d.B,B625.VÅ9_VMM41.energy,daily,counter,derived,False,2025-01-09,,,,,,B625.VÅ9_VMM41:d.raw,slice
B625.VÅ9_VMM41:d,B625.VÅ9_VMM41.energy,daily,counter,derived,True,,,,,,,B625.VÅ9_VMM41:d.A|B625.VÅ9_VMM41:d.B,rolling_sum
